id,Title,Type,Volumes,releaseData,endData,page_url,image_url,,,,
,Rockman X,Manga,3,,,https://myanimelist.net/manga/8525/Rockman_X,https://cdn.myanimelist.net/r/100x140/images/manga/5/115907.jpg?s=b8a8b56967f6c408ac5ee275c69a057a,,,,
,Yakyuu Tengoku,Manga,1,,,https://myanimelist.net/manga/2433/Yakyuu_Tengoku,https://cdn.myanimelist.net/r/100x140/images/manga/2/2628.jpg?s=371d7255f539668eeca55311960b4fb5,,,,
,Salon Diana,Manga,2,2014,2015,https://myanimelist.net/manga/86084/Salon_Diana,https://cdn.myanimelist.net/r/100x140/images/manga/3/149709.jpg?s=e72d4812a69928f3bb6d99cbc0f3fff2,,,,
,Shikabanechou Undead,Manga,4,2015,2018,https://myanimelist.net/manga/109159/Shikabanechou_Undead,https://cdn.myanimelist.net/r/100x140/images/manga/1/200832.jpg?s=dd38a8c0037adec9615f65347fad8f7b,,,,
,Short Sunzen!,Manga,5,,,https://myanimelist.net/manga/4469/Short_Sunzen,https://cdn.myanimelist.net/r/100x140/images/manga/2/272944.jpg?s=38aef357e8d3a1d8a3c696c2522b7f93,,,,
,Satougashi no Dangan wa Uchinukenai: A Lollypop or A Bullet,Manga,2,2007,2008,https://myanimelist.net/manga/14127/Satougashi_no_Dangan_wa_Uchinukenai__A_Lollypop_or_A_Bullet,https://cdn.myanimelist.net/r/100x140/images/manga/1/104897.jpg?s=824f2ed1da9f5ea61b26388b07cf131d,,,,
,A Princess and a Bum,Manhwa,5,,,https://myanimelist.net/manga/12464/A_Princess_and_a_Bum,https://cdn.myanimelist.net/r/100x140/images/manga/3/17294.jpg?s=b87aad418db05e9755a073e34b666d87,,,,
,Virgin Lesson,Manga,1,,,https://myanimelist.net/manga/2989/Virgin_Lesson,https://cdn.myanimelist.net/r/100x140/images/manga/1/3236.jpg?s=b5dc4baa9abf5d47366934cbaac90db5,,,,
,Aru Hi Onna ni Natteshimatta Shinyuu ga Shiawase ni Naru made no Hanashi,Doujinshi,1,2022,2022,https://myanimelist.net/manga/155868/Aru_Hi_Onna_ni_Natteshimatta_Shinyuu_ga_Shiawase_ni_Naru_made_no_Hanashi,https://cdn.myanimelist.net/r/100x140/images/manga/3/276725.jpg?s=83ce876af0349250bf19dd913040a32a,,,,
,Le Théâtre de B,Manga,1,2008,2012,https://myanimelist.net/manga/20063/Le_Théâtre_de_B,https://cdn.myanimelist.net/r/100x140/images/manga/2/89669.jpg?s=fb9e9d67f9fbc4c92b18b558ac4e8b7d,,,,
,Hourou Musuko,Manga,15,2002,2013,https://myanimelist.net/manga/585/Hourou_Musuko,https://cdn.myanimelist.net/r/100x140/images/manga/1/208988.jpg?s=89d5a0dbaebaeab79480a704a8b37428,,,,
,Chimeral Club,Manga,1,2012,2013,https://myanimelist.net/manga/42547/Chimeral_Club,https://cdn.myanimelist.net/r/100x140/images/manga/1/97809.jpg?s=5a68c1a01c4b9e5c0896969a49eced52,,,,
,Trinity Blood: Rage Against the Moons,Light-Novel,6,2001,2004,https://myanimelist.net/manga/557/Trinity_Blood__Rage_Against_the_Moons,https://cdn.myanimelist.net/r/100x140/images/manga/2/209368.jpg?s=1bc69d28806c56a56b13973702eba616,,,,
,Saishuu Heiki Kanojo,Manga,7,1999,2001,https://myanimelist.net/manga/773/Saishuu_Heiki_Kanojo,https://cdn.myanimelist.net/r/100x140/images/manga/1/120281.jpg?s=93b2a74f39667d42753819d730a447d7,,,,
,Jimi na Kensei wa Soredemo Saikyou desu,Light-Novel,,2018,,https://myanimelist.net/manga/116166/Jimi_na_Kensei_wa_Soredemo_Saikyou_desu,https://cdn.myanimelist.net/r/100x140/images/manga/2/217663.jpg?s=914b3adc84862f573733f1ebb2a109e1,,,,
,Yumekui Merry 4-koma Anthology Comic,Manga,2,2011,2011,https://myanimelist.net/manga/25574/Yumekui_Merry_4-koma_Anthology_Comic,https://cdn.myanimelist.net/r/100x140/images/manga/3/159077.jpg?s=48b375885c451c1a6ea22680efb0684b,,,,
,Undine wa Kyou mo Koi wo Suru ka?,Manga,3,2019,2019,https://myanimelist.net/manga/117575/Undine_wa_Kyou_mo_Koi_wo_Suru_ka,https://cdn.myanimelist.net/r/100x140/images/manga/3/217511.jpg?s=c5e6e506f89f19506f44e168108ace50,,,,
,Iinari,Manga,8,2016,2019,https://myanimelist.net/manga/102374/Iinari,https://cdn.myanimelist.net/r/100x140/images/manga/2/185366.jpg?s=d069e48ed253f4e3915f075ae0360e43,,,,
,Persona 3 Comic Anthology: Memento Mori,Manga,1,2006,2006,https://myanimelist.net/manga/9472/Persona_3_Comic_Anthology__Memento_Mori,https://cdn.myanimelist.net/r/100x140/images/manga/2/12884.jpg?s=7f79bdbc55f51cf87b6cb168044f5d81,,,,
,Open Sesame,Manga,1,,,https://myanimelist.net/manga/11402/Open_Sesame,https://cdn.myanimelist.net/r/100x140/images/manga/3/15393.jpg?s=8bb4be429fff8f15cd82cfe6a37b22dc,,,,
,Moukin-chan,Manga,5,2013,2015,https://myanimelist.net/manga/91111/Moukin-chan,https://cdn.myanimelist.net/r/100x140/images/manga/3/160059.jpg?s=94055abdcd41d5ee04f88a7f9fe9b57c,,,,
,"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau",Manga,,2019,,https://myanimelist.net/manga/126103/Yuusha_Party_wo_Tsuihou_sareta_Beast_Tamer_Saikyoushu_no_Nekomimi_Shoujo_to_Deau,https://cdn.myanimelist.net/r/100x140/images/manga/3/234990.jpg?s=2f0e00ac33bb7de0b29dedbb2566d415,,,,
,The Strongest Characters in the World Are Obsessed with Me,Manhwa,,2021,,https://myanimelist.net/manga/150335/The_Strongest_Characters_in_the_World_Are_Obsessed_with_Me,https://cdn.myanimelist.net/r/100x140/images/manga/1/266551.jpg?s=f079cd1b229b1b56e0c28978444c600e,,,,
,Sumiyaki Monogatari,Manga,1,2005,2005,https://myanimelist.net/manga/41359/Sumiyaki_Monogatari,https://cdn.myanimelist.net/r/100x140/images/manga/2/157529.jpg?s=d434052fe178b7118a057b38bcfca956,,,,
,Pink,Manga,1,,,https://myanimelist.net/manga/41769/Pink,https://cdn.myanimelist.net/r/100x140/images/manga/3/73061.jpg?s=a883cd72b361c306dd1cd079b6dd4850,,,,
,Tomodachi toshite Daisuki,Manga,3,2020,2021,https://myanimelist.net/manga/124364/Tomodachi_toshite_Daisuki,https://cdn.myanimelist.net/r/100x140/images/manga/1/236634.jpg?s=8432d1ccfbec1f6f9529917b313efc43,,,,
,Mirai Nikki,Manga,12,2006,2010,https://myanimelist.net/manga/584/Mirai_Nikki,https://cdn.myanimelist.net/r/100x140/images/manga/5/16174.jpg?s=77458905e10ef24162c25bd71e45a6f9,,,,
,Hana to Shinobi,Manga,4,2015,2017,https://myanimelist.net/manga/99179/Hana_to_Shinobi,https://cdn.myanimelist.net/r/100x140/images/manga/2/192272.jpg?s=8684b0c64461cf31cd0e3c03cb5525bc,,,,
,AI ga Tomaranai! 0→9,Manga,,2000,2000,https://myanimelist.net/manga/11247/AI_ga_Tomaranai_0→9,https://cdn.myanimelist.net/r/100x140/images/manga/1/134741.jpg?s=dec2958c6aed1e19767a7b760e02a90f,,,,
,My Dad Is Too Strong,Manhwa,,2020,,https://myanimelist.net/manga/148620/My_Dad_Is_Too_Strong,https://cdn.myanimelist.net/r/100x140/images/manga/2/264897.jpg?s=f47b834649ae71e2f5a8486ae8d80522,,,,
,Gunhed,Manga,1,,,https://myanimelist.net/manga/5286/Gunhed,https://cdn.myanimelist.net/r/100x140/images/manga/3/6647.jpg?s=33e5623b4b67933a70726f1efcc9275c,,,,
,Mitsu-aji Blood,Manga,2,,,https://myanimelist.net/manga/11553/Mitsu-aji_Blood,https://cdn.myanimelist.net/r/100x140/images/manga/3/125559.jpg?s=e64474cf132829071ec8ef61caa97a81,,,,
,½ Prince,Manhua,16,2007,2014,https://myanimelist.net/manga/8456/½_Prince,https://cdn.myanimelist.net/r/100x140/images/manga/4/79715.jpg?s=4e0dc45011132185ac7f09bfbeb14933,,,,
,"Kiben Gakuha, Yotsuya-senpai no Kaidan.",Manga,3,2010,2010,https://myanimelist.net/manga/19167/Kiben_Gakuha_Yotsuya-senpai_no_Kaidan,https://cdn.myanimelist.net/r/100x140/images/manga/3/35775.jpg?s=05e4848a9a38d20d54a58d28ba0e7a9d,,,,
,Jigoku Shoujo R,Manga,11,2009,2013,https://myanimelist.net/manga/20464/Jigoku_Shoujo_R,https://cdn.myanimelist.net/r/100x140/images/manga/3/144833.jpg?s=ad67179893d5990b6e87561569683762,,,,
,Zelda no Densetsu: Fushigi no Kinomi - Jikuu no Shou,Manga,1,2001,2001,https://myanimelist.net/manga/1422/Zelda_no_Densetsu__Fushigi_no_Kinomi_-_Jikuu_no_Shou,https://cdn.myanimelist.net/r/100x140/images/manga/4/126021.jpg?s=dc5a827fea9ddd12da00588571aa1a6c,,,,
,Kakushigoto,Manga,12,2015,2020,https://myanimelist.net/manga/94169/Kakushigoto,https://cdn.myanimelist.net/r/100x140/images/manga/1/179093.jpg?s=da580386b6936f86b6009d4500ea90c5,,,,
,Ani Tomo,Manga,10,2015,2018,https://myanimelist.net/manga/95705/Ani_Tomo,https://cdn.myanimelist.net/r/100x140/images/manga/2/270288.jpg?s=8765a64d0a67c769e6cb19d2e9acc743,,,,
,Teki wa Ou-sama,Manga,1,2008,2013,https://myanimelist.net/manga/47441/Teki_wa_Ou-sama,https://cdn.myanimelist.net/r/100x140/images/manga/5/261556.jpg?s=af8de2eada74595f192aa69c539f8e0c,,,,
,Gente: Ristorante no Hitobito,Manga,3,2006,2009,https://myanimelist.net/manga/12400/Gente__Ristorante_no_Hitobito,https://cdn.myanimelist.net/r/100x140/images/manga/2/202788.jpg?s=e5ed2b419fe42057a78ff91631d367b3,,,,
,Joshidaisei Kateikyoushi Hamanaka Ai,Manga,6,2003,2006,https://myanimelist.net/manga/11969/Joshidaisei_Kateikyoushi_Hamanaka_Ai,https://cdn.myanimelist.net/r/100x140/images/manga/1/195654.jpg?s=de118eafe713df2e8f8cd766f51bdca5,,,,
,Murenase! Seton Gakuen: Animal Academy,Manga,9,2018,2021,https://myanimelist.net/manga/124207/Murenase_Seton_Gakuen__Animal_Academy,https://cdn.myanimelist.net/r/100x140/images/manga/3/266488.jpg?s=b4716764d48ee77506456110bd83eff7,,,,
,"Mask Hazushite yo, Ishikawa-san",Manga,,2020,2021,https://myanimelist.net/manga/132249/Mask_Hazushite_yo_Ishikawa-san,https://cdn.myanimelist.net/r/100x140/images/manga/3/238982.jpg?s=b5b1b99a9d1157f721a919ab8d45ea2b,,,,
,Nononono,Manga,13,2007,2010,https://myanimelist.net/manga/12450/Nononono,https://cdn.myanimelist.net/r/100x140/images/manga/2/261006.jpg?s=46df6fd008c497a49ce2ebf4d971ef18,,,,
,"Hajimete, Koi, shita.",Manga,1,2011,2014,https://myanimelist.net/manga/27463/Hajimete_Koi_shita,https://cdn.myanimelist.net/r/100x140/images/manga/2/151921.jpg?s=de8265789c4eb9eecf4cf9cebe00a8ec,,,,
,Higashi no Kurume to Tonari no Meguru,Manga,,2014,2016,https://myanimelist.net/manga/94182/Higashi_no_Kurume_to_Tonari_no_Meguru,https://cdn.myanimelist.net/r/100x140/images/manga/1/188800.jpg?s=d38f87baace58a5d57a0943280947b87,,,,
,Deep Black,Manga,1,,,https://myanimelist.net/manga/8674/Deep_Black,https://cdn.myanimelist.net/r/100x140/images/manga/2/11877.jpg?s=4e666df0ad462882f7148647cd36cc97,,,,
,Isekai Shoukan wa Nidome desu,Light-Novel,5,2015,2017,https://myanimelist.net/manga/101226/Isekai_Shoukan_wa_Nidome_desu,https://cdn.myanimelist.net/r/100x140/images/manga/1/198853.jpg?s=b7ac0fd0a0651c526447da2e393d4efb,,,,
,Nanatsuiro★Drops,Manga,6,2006,2010,https://myanimelist.net/manga/10825/Nanatsuiro★Drops,https://cdn.myanimelist.net/r/100x140/images/manga/1/18817.jpg?s=9d007289becf550a5c6e9e02d5b4e6c2,,,,
,"Kouritsuchuu Madoushi, Daini no Jinsei de Madou wo Kiwameru",Light-Novel,,2015,,https://myanimelist.net/manga/94700/Kouritsuchuu_Madoushi_Daini_no_Jinsei_de_Madou_wo_Kiwameru,https://cdn.myanimelist.net/r/100x140/images/manga/2/181767.jpg?s=48ceccb75c63199d83d83184ffb517b4,,,,
,Reiroukan Kenzainariya,Manga,2,2009,2011,https://myanimelist.net/manga/36017/Reiroukan_Kenzainariya,https://cdn.myanimelist.net/r/100x140/images/manga/1/165895.jpg?s=a3489fe52332e4f958a11a67e24f3920,,,,
,100% Gokuama Kareshi!,Manga,1,2009,2009,https://myanimelist.net/manga/25168/100_Gokuama_Kareshi,https://cdn.myanimelist.net/r/100x140/images/manga/1/40514.jpg?s=cf209bafa56f70d41cd9d443e82c1460,,,,
,Takarakuji de 40-oku Atatta n dakedo Isekai ni Ijuusuru,Light-Novel,,2014,,https://myanimelist.net/manga/77625/Takarakuji_de_40-oku_Atatta_n_dakedo_Isekai_ni_Ijuusuru,https://cdn.myanimelist.net/r/100x140/images/manga/3/134369.jpg?s=b5d4334a0ec09b6976f6b2018990e083,,,,
,Boku no Papa to Papa no Hanashi,Manga,,2022,,https://myanimelist.net/manga/155285/Boku_no_Papa_to_Papa_no_Hanashi,https://cdn.myanimelist.net/r/100x140/images/manga/3/276483.jpg?s=aced5dedd3b1563cc5cab102d012b4e6,,,,
,Crayon Shin-chan,Manga,50,1990,2010,https://myanimelist.net/manga/2435/Crayon_Shin-chan,https://cdn.myanimelist.net/r/100x140/images/manga/5/165300.jpg?s=cbc827f255e76b5a8b236a17ead5ec5f,,,,
,17-sai no Mama,Manga,2,,,https://myanimelist.net/manga/10999/17-sai_no_Mama,https://cdn.myanimelist.net/r/100x140/images/manga/3/14840.jpg?s=00f63c679cd3dfaa85df0fd4c20eae61,,,,
,Omaera Minna Damasareteiru!,One-shot,,2012,2012,https://myanimelist.net/manga/46548/Omaera_Minna_Damasareteiru,https://cdn.myanimelist.net/r/100x140/images/manga/1/111277.jpg?s=e9b6a8ae28ab53405f5dd7fbbdfddbbb,,,,
,Otona ni Nattemo,Manga,,2019,,https://myanimelist.net/manga/120410/Otona_ni_Nattemo,https://cdn.myanimelist.net/r/100x140/images/manga/2/245064.jpg?s=7d43ad42f12502343faf2e3d73bad0e1,,,,
,Yu☆Gi☆Oh! Arc-V,One-shot,,2014,2014,https://myanimelist.net/manga/72595/Yu☆Gi☆Oh_Arc-V,https://cdn.myanimelist.net/r/100x140/images/manga/3/125695.jpg?s=486c872db2fe408f3d5c41ee4e0b9fc7,,,,
,Baki: New Grappler Baki,Manga,31,,,https://myanimelist.net/manga/5157/Baki__New_Grappler_Baki,https://cdn.myanimelist.net/r/100x140/images/manga/2/6648.jpg?s=3189467a50355d8ca9d3962352c5c53c,,,,
,Odoriba ni Skirt ga Naru,Manga,,2020,,https://myanimelist.net/manga/130417/Odoriba_ni_Skirt_ga_Naru,https://cdn.myanimelist.net/r/100x140/images/manga/2/246831.jpg?s=299c2d58acc97e5cfea06c670da71905,,,,
,Kirisame ga Furu Mori,Manga,4,2014,2015,https://myanimelist.net/manga/72167/Kirisame_ga_Furu_Mori,https://cdn.myanimelist.net/r/100x140/images/manga/3/164215.jpg?s=df999e3a52ac1752144ef8b0c6f3f50a,,,,
,Onnanoko ga H na Manga Egaicha Dame desu ka?,Manga,3,2011,2013,https://myanimelist.net/manga/50731/Onnanoko_ga_H_na_Manga_Egaicha_Dame_desu_ka,https://cdn.myanimelist.net/r/100x140/images/manga/2/89615.jpg?s=f79695adea99bf72152c827a5b5b7443,,,,
,300-nen Fuuin Sareshi Jaryuu-chan to Tomodachi ni Narimashita,Manga,1,2021,2022,https://myanimelist.net/manga/134482/300-nen_Fuuin_Sareshi_Jaryuu-chan_to_Tomodachi_ni_Narimashita,https://cdn.myanimelist.net/r/100x140/images/manga/1/253721.jpg?s=c45ae9091a0118532a65b6bbc1c514ef,,,,
,Mister X wo Sagase,Manga,1,,,https://myanimelist.net/manga/32879/Mister_X_wo_Sagase,https://cdn.myanimelist.net/r/100x140/images/manga/3/60115.jpg?s=7e614fd7a13d87dd8808124985597c82,,,,
,Going to You,Manhwa,9,,,https://myanimelist.net/manga/18741/Going_to_You,https://cdn.myanimelist.net/r/100x140/images/manga/2/28717.jpg?s=0213932d44238f14f837b11c6afc47e4,,,,
,Omujo!,Manga,2,2016,2019,https://myanimelist.net/manga/104048/Omujo,https://cdn.myanimelist.net/r/100x140/images/manga/1/198402.jpg?s=8290ac26335a134b9885c1afab7add26,,,,
,Jade,Manga,1,2006,2007,https://myanimelist.net/manga/16150/Jade,https://cdn.myanimelist.net/r/100x140/images/manga/1/200838.jpg?s=474e7ab8f1524ed847365e1627ba190c,,,,
,Regina Rena: To the Unforgiven,Manhwa,,2021,,https://myanimelist.net/manga/147590/Regina_Rena__To_the_Unforgiven,https://cdn.myanimelist.net/r/100x140/images/manga/3/261818.jpg?s=22210334b33ffb13463eb593d22f4b51,,,,
,Akachan no Oshigoto,One-shot,,2009,2009,https://myanimelist.net/manga/15156/Akachan_no_Oshigoto,https://cdn.myanimelist.net/r/100x140/images/manga/3/22019.jpg?s=5a3fe41014ad147148ffc37f36a91dc3,,,,
,Cinderella wa Sagasanai.,Manga,4,2020,2022,https://myanimelist.net/manga/127775/Cinderella_wa_Sagasanai,https://cdn.myanimelist.net/r/100x140/images/manga/4/250306.jpg?s=3909979679e615e5c06df6fcae810a3a,,,,
,"Keikenzumi na Kimi to, Keiken Zero na Ore ga, Otsukiai suru Hanashi.",Manga,,2022,,https://myanimelist.net/manga/144451/Keikenzumi_na_Kimi_to_Keiken_Zero_na_Ore_ga_Otsukiai_suru_Hanashi,https://cdn.myanimelist.net/r/100x140/images/manga/1/270147.jpg?s=668544c6ac1f8cae0818825245ed11f7,,,,
,Hotel: since 2079,One-shot,,,,https://myanimelist.net/manga/33181/Hotel__since_2079,https://cdn.myanimelist.net/r/100x140/images/manga/1/60639.jpg?s=790f5e10a76610e401de1529b1b77307,,,,
,Joou-sama no Jikenbo,One-shot,,2013,2013,https://myanimelist.net/manga/78891/Joou-sama_no_Jikenbo,https://cdn.myanimelist.net/r/100x140/images/manga/1/136591.jpg?s=2d0ef9bab82eb23147ec3c41b539b761,,,,
,Hataraku Maou-sama!,Light-Novel,21,2011,2020,https://myanimelist.net/manga/36719/Hataraku_Maou-sama,https://cdn.myanimelist.net/r/100x140/images/manga/2/175210.jpg?s=c50374c0f3061414ec647c65e45f2fdc,,,,
,Real no Heroine wa Irimasen!,Manga,,2016,,https://myanimelist.net/manga/105454/Real_no_Heroine_wa_Irimasen,https://cdn.myanimelist.net/r/100x140/images/manga/3/276761.jpg?s=95d1bd0a4590c4d027f7b148ecdfcbf0,,,,
,Fat Cinderella!!,Manga,,2014,2015,https://myanimelist.net/manga/83373/Fat_Cinderella,https://cdn.myanimelist.net/r/100x140/images/manga/2/144561.jpg?s=db1fb7a035d0821489ca110dc5661d90,,,,
,Hatsukoi to Taiyou,Manga,9,2018,2021,https://myanimelist.net/manga/119600/Hatsukoi_to_Taiyou,https://cdn.myanimelist.net/r/100x140/images/manga/3/217864.jpg?s=461c4de89fe8822d851ab8ec75cce2c8,,,,
,Bradherley no Basha,Manga,1,,,https://myanimelist.net/manga/8997/Bradherley_no_Basha,https://cdn.myanimelist.net/r/100x140/images/manga/2/56597.jpg?s=18dbedefd1b8b43d0f0fef603e43ba34,,,,
,Koi. - Itoshii Itoshii to Iu Kokoro,Manga,,2013,2013,https://myanimelist.net/manga/48213/Koi_-_Itoshii_Itoshii_to_Iu_Kokoro,https://cdn.myanimelist.net/r/100x140/images/manga/2/88107.jpg?s=7dcc1aa633c7abcef9ec83f2fad3f2f8,,,,
,Yakushoku Distopiary,Manga,5,2014,2016,https://myanimelist.net/manga/86981/Yakushoku_Distopiary,https://cdn.myanimelist.net/r/100x140/images/manga/1/151194.jpg?s=a8fe1ffcbfac43db8bfd33642f522b82,,,,
,GIRL,Manhwa,16,,,https://myanimelist.net/manga/24566/GIRL,https://cdn.myanimelist.net/r/100x140/images/manga/3/118545.jpg?s=a10e748ae57dbd89e7070b5a476f1e15,,,,
,Little Witch's Diary,Manhua,2,,,https://myanimelist.net/manga/8855/Little_Witchs_Diary,https://cdn.myanimelist.net/r/100x140/images/manga/2/12132.jpg?s=dcb7fc3f4d47436b257033e5cdabbdf4,,,,
,Boku no Marie,Manga,10,1994,1997,https://myanimelist.net/manga/10224/Boku_no_Marie,https://cdn.myanimelist.net/r/100x140/images/manga/4/13801.jpg?s=73ee40b0b4053e1629196660b8f09d73,,,,
,There Is No Place for Fakes,Manhwa,,2023,,https://myanimelist.net/manga/155704/There_Is_No_Place_for_Fakes,https://cdn.myanimelist.net/r/100x140/images/manga/1/276412.jpg?s=0c31bba67615eb900014ffb7127b8281,,,,
,Hotoke no Kao mo Sando Made,One-shot,,,,https://myanimelist.net/manga/4520/Hotoke_no_Kao_mo_Sando_Made,https://cdn.myanimelist.net/r/100x140/images/manga/1/5450.jpg?s=fb5408683cee893b4cdbb923bf978850,,,,
,The Tyrant Wants to Be Good,Manhwa,,2022,,https://myanimelist.net/manga/156081/The_Tyrant_Wants_to_Be_Good,https://cdn.myanimelist.net/r/100x140/images/manga/1/277063.jpg?s=28315b70ae4240077f4b0dc455b7bce8,,,,
,Kin no Ito,Manga,2,2021,2021,https://myanimelist.net/manga/147707/Kin_no_Ito,https://cdn.myanimelist.net/r/100x140/images/manga/2/262205.jpg?s=876685a664ecc2a0544704ed7dfa9efe,,,,
,Louvre no Neko,Manga,2,2016,2017,https://myanimelist.net/manga/99622/Louvre_no_Neko,https://cdn.myanimelist.net/r/100x140/images/manga/2/203466.jpg?s=7232f428bc94aa0c69c11488a8544d36,,,,
,Itou Junji Kyoufu Hakubutsukan 9: Oshikiri Idan & Frankenstein,Manga,,2002,2002,https://myanimelist.net/manga/80905/Itou_Junji_Kyoufu_Hakubutsukan_9__Oshikiri_Idan___Frankenstein,https://cdn.myanimelist.net/r/100x140/images/manga/2/142179.jpg?s=913aa4fea031509ef77b179f22781688,,,,
,Qko-chan,Manga,2,,,https://myanimelist.net/manga/427/Qko-chan,https://cdn.myanimelist.net/r/100x140/images/manga/2/723.jpg?s=296270fde37656b4da12d8d9ae5fce99,,,,
,Ore wa Busamen: Nekotsuzuri,Manga,1,2014,2014,https://myanimelist.net/manga/100634/Ore_wa_Busamen__Nekotsuzuri,https://cdn.myanimelist.net/r/100x140/images/manga/1/182212.jpg?s=319ca2981dcc9bc4cf25ff878c717ab8,,,,
,A Returner's Magic Should Be Special,Manhwa,,2018,,https://myanimelist.net/manga/132247/A_Returners_Magic_Should_Be_Special,https://cdn.myanimelist.net/r/100x140/images/manga/2/239089.jpg?s=7627a688cea1a348166a99e30f57bdf0,,,,
,Itou-kun wa Koi wo Shiranai.,Manga,3,2016,2019,https://myanimelist.net/manga/113657/Itou-kun_wa_Koi_wo_Shiranai,https://cdn.myanimelist.net/r/100x140/images/manga/3/211641.jpg?s=143b25f56678bb6fd4a91cb597578871,,,,
,Sora kara Onnanoko ga!,One-shot,,2021,2021,https://myanimelist.net/manga/149046/Sora_kara_Onnanoko_ga,https://cdn.myanimelist.net/r/100x140/images/manga/1/264580.jpg?s=45b520fe47bdffac1a07e8eb8f0df5d5,,,,
,Kore ga Koi to Iu naraba,Manga,2,2012,2012,https://myanimelist.net/manga/34173/Kore_ga_Koi_to_Iu_naraba,https://cdn.myanimelist.net/r/100x140/images/manga/4/123935.jpg?s=ce01de8c43574a88cd9ca4324328ae5d,,,,
,100 Dollar wa Yasu Sugiru,One-shot,,,,https://myanimelist.net/manga/14810/100_Dollar_wa_Yasu_Sugiru,https://cdn.myanimelist.net/r/100x140/images/manga/2/81884.jpg?s=c806ae2a6a37327a2efea290bb048672,,,,
,Musume ja Nakute Mama ga Suki nano!?,Manga,,2020,,https://myanimelist.net/manga/129795/Musume_ja_Nakute_Mama_ga_Suki_nano,https://cdn.myanimelist.net/r/100x140/images/manga/3/244274.jpg?s=b5ac4b3736fbef6e982b67c349247546,,,,
,Gokiburi Buster,One-shot,,2015,2015,https://myanimelist.net/manga/87987/Gokiburi_Buster,https://cdn.myanimelist.net/r/100x140/images/manga/2/153083.jpg?s=e089796feb6f6eedf66f5cc11e3442cd,,,,
,"Tabi ni Deyou, Horobiyuku Sekai no Hate made",Light-Novel,1,2008,2008,https://myanimelist.net/manga/58509/Tabi_ni_Deyou_Horobiyuku_Sekai_no_Hate_made,https://cdn.myanimelist.net/r/100x140/images/manga/1/150866.jpg?s=9fc3d8e71a9fd9c0d2c87c4db1ffb4e1,,,,
,Koigokoro♥Senpukuchuu,Manga,1,,,https://myanimelist.net/manga/10003/Koigokoro♥Senpukuchuu,https://cdn.myanimelist.net/r/100x140/images/manga/3/147953.jpg?s=52ab01b0b13a5d6930fe73780f51ad88,,,,
,Star Ocean: The Second Story,Manga,7,1998,2001,https://myanimelist.net/manga/1053/Star_Ocean__The_Second_Story,https://cdn.myanimelist.net/r/100x140/images/manga/1/268073.jpg?s=668644fc799cf29ea3fff5db5496af4e,,,,
,Hokenshitsu no Otaku Oneesan wa Suki desu ka?,Manga,2,2018,2019,https://myanimelist.net/manga/116163/Hokenshitsu_no_Otaku_Oneesan_wa_Suki_desu_ka,https://cdn.myanimelist.net/r/100x140/images/manga/3/219073.jpg?s=850e9f1bee15b90ef28ad3c15ee47df2,,,,
,Beauty Pop,Manga,10,2003,2008,https://myanimelist.net/manga/633/Beauty_Pop,https://cdn.myanimelist.net/r/100x140/images/manga/2/257891.jpg?s=f9753f5d963c11034452152bf8bdb7eb,,,,
,Negawakuba Kono Te ni Koufuku wo,Manga,2,2019,2020,https://myanimelist.net/manga/127408/Negawakuba_Kono_Te_ni_Koufuku_wo,https://cdn.myanimelist.net/r/100x140/images/manga/2/236276.jpg?s=6986ee6f3d13c6a390ced552d1453816,,,,
,Fukanzen de Fueisei de Fushidara,Manga,5,2018,2020,https://myanimelist.net/manga/117885/Fukanzen_de_Fueisei_de_Fushidara,https://cdn.myanimelist.net/r/100x140/images/manga/2/226174.jpg?s=3f4c297c76a2b74b1c7708439b56663b,,,,
